Order_id,order_date,order_time,location,channel,customer_id,customer_type,product_category,product,quantity,unit_price,discount,revenue,food_cost,gross_profit,payment_method,table_number,table_size,booking,server_id,wait_time_minute,customer_rating,weather,day_of_week,month
O0113888-3,2026-02-09,20:09:00,Norwich City Centre,Dine-in,C16553,New,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,28.0,2.0,No,S005,16,5.0,Cloudy,Monday,February
O0113888-4,2026-02-16,20:09:00,Norwich City Centre,Dine-in,C16553,New,mains,Vegetable Paella,1,17.5,0.05,16.62,4.73,11.89,Card,13.0,2.0,Yes,S003,21,4.9,Cloudy,Monday,February
O0113888-5,2026-02-16,20:09:00,Norwich City Centre,Dine-in,C16553,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,4.0,2.0,No,S002,19,4.1,Cloudy,Monday,February
O0113889,2026-02-02,18:55:00,Norwich City Centre,Dine-in,C17175,Loyal,drinks,House Sangria,3,8.0,0.0,24.0,4.8,19.2,Card,5.0,4.0,No,S002,13,4.1,Cloudy,Monday,February
O0113889-2,2026-02-02,18:55:00,Norwich City Centre,Dine-in,C17175,Loyal,mains,Seafood Paella,1,22.0,0.15,18.7,6.82,11.88,Card,23.0,4.0,No,S005,25,4.3,Cloudy,Monday,February
O0113889-3,2026-02-09,18:55:00,Norwich City Centre,Dine-in,C17175,Loyal,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,23.0,4.0,Yes,S003,28,3.6,Cloudy,Monday,February
O0113889-4,2026-02-16,18:55:00,Norwich City Centre,Dine-in,C17175,Loyal,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Online,24.0,4.0,Yes,S004,31,4.7,Cloudy,Monday,February
O0113890,2026-02-02,22:11:00,Norwich City Centre,Delivery,C17424,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S005,15,4.4,Cloudy,Monday,February
O0113890-2,2026-02-02,22:11:00,Norwich City Centre,Delivery,C17424,New,desserts,Churros,2,6.0,0.15,10.2,2.4,7.8,Cash,,,No,S002,9,4.1,Cloudy,Monday,February
O0113890-3,2026-02-23,22:11:00,Norwich City Centre,Delivery,C17424,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S001,13,4.4,Cloudy,Monday,February
O0113891,2026-02-09,16:26:00,Norwich Riverside,Takeaway,C16467,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Card,,,No,S004,4,4.5,Cloudy,Monday,February
O0113891-2,2026-02-09,16:26:00,Norwich Riverside,Takeaway,C16467,New,tapas,Garlic Prawns,3,10.5,0.15,26.77,10.4,16.37,Online,,,No,S002,10,4.1,Cloudy,Monday,February
O0113892,2026-02-23,20:43:00,Norwich City Centre,Dine-in,C18194,Loyal,tapas,Croquetas,2,8.5,0.1,15.3,4.76,10.54,Online,26.0,6.0,No,S005,19,3.7,Cloudy,Monday,February
O0113892-2,2026-02-02,20:43:00,Norwich City Centre,Dine-in,C18194,Loyal,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Cash,15.0,4.0,No,S001,19,4.5,Cloudy,Monday,February
O0113892-3,2026-02-16,20:43:00,Norwich City Centre,Dine-in,C18194,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,18.0,4.0,Yes,S001,12,4.3,Cloudy,Monday,February
O0113892-4,2026-02-09,20:43:00,Norwich City Centre,Dine-in,C18194,Loyal,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Contactless,18.0,2.0,Yes,S002,15,4.8,Cloudy,Monday,February
O0113893,2026-02-09,20:29:00,Norwich Riverside,Dine-in,C11956,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Card,17.0,6.0,Yes,S001,11,4.8,Cloudy,Monday,February
O0113893-2,2026-02-09,20:29:00,Norwich Riverside,Dine-in,C11956,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,2.0,2.0,Yes,S005,22,4.0,Cloudy,Monday,February
O0113894,2026-02-23,13:12:00,Norwich City Centre,Dine-in,C15473,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,16.0,2.0,No,S001,16,3.9,Cloudy,Monday,February
O0113894-2,2026-02-02,13:12:00,Norwich City Centre,Dine-in,C15473,Returning,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Card,14.0,6.0,Yes,S001,25,4.5,Cloudy,Monday,February
O0113895,2026-02-09,20:40:00,Norwich Riverside,Dine-in,C13209,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,24.0,4.0,No,S002,17,4.7,Cloudy,Monday,February
O0113895-2,2026-02-09,20:40:00,Norwich Riverside,Dine-in,C13209,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Card,24.0,4.0,No,S004,5,5.0,Cloudy,Monday,February
O0113896,2026-02-09,16:18:00,Norwich City Centre,Dine-in,C19903,New,desserts,Churros,1,6.0,0.05,5.7,1.2,4.5,Cash,6.0,8.0,Yes,S003,23,4.2,Cloudy,Monday,February
O0113896-2,2026-02-02,16:18:00,Norwich City Centre,Dine-in,C19903,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,27.0,6.0,No,S001,19,4.2,Cloudy,Monday,February
O0113896-3,2026-02-09,16:18:00,Norwich City Centre,Dine-in,C19903,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,24.0,2.0,Yes,S001,17,4.4,Cloudy,Monday,February
O0113896-4,2026-02-23,16:18:00,Norwich City Centre,Dine-in,C19903,New,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Card,22.0,2.0,No,S006,22,4.6,Cloudy,Monday,February
O0113897,2026-02-09,19:52:00,Norwich Riverside,Takeaway,C14521,Returning,mains,Vegetable Paella,1,17.5,0.05,16.62,4.73,11.89,Card,,,No,S003,17,3.9,Cloudy,Monday,February
O0113897-2,2026-02-09,19:52:00,Norwich Riverside,Takeaway,C14521,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S005,18,4.2,Cloudy,Monday,February
O0113897-3,2026-02-09,19:52:00,Norwich Riverside,Takeaway,C14521,Returning,drinks,Spanish Lager,1,5.5,0.05,5.22,1.32,3.9,Card,,,No,S001,12,4.7,Cloudy,Monday,February
O0113898,2026-02-02,22:50:00,Norwich City Centre,Dine-in,C17652,Loyal,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Online,1.0,2.0,Yes,S001,29,4.6,Cloudy,Monday,February
O0113898-2,2026-02-02,22:50:00,Norwich City Centre,Dine-in,C17652,Loyal,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Contactless,29.0,2.0,No,S002,24,4.0,Cloudy,Monday,February
O0113899,2026-02-09,20:21:00,Norwich Riverside,Dine-in,C16749,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,26.0,2.0,No,S003,13,4.7,Cloudy,Monday,February
O0113900,2026-02-03,21:01:00,Norwich City Centre,Dine-in,C13648,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,30.0,2.0,Yes,S001,23,3.7,Partly Cloudy,Tuesday,February
O0113900-2,2026-02-10,21:01:00,Norwich City Centre,Dine-in,C13648,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Contactless,17.0,4.0,Yes,S003,6,4.8,Partly Cloudy,Tuesday,February
O0113901,2026-02-24,13:34:00,Norwich City Centre,Takeaway,C13288,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S002,18,4.5,Partly Cloudy,Tuesday,February
O0113901-2,2026-02-03,13:34:00,Norwich City Centre,Takeaway,C13288,Returning,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,,,No,S002,4,4.3,Partly Cloudy,Tuesday,February
O0113901-3,2026-02-24,13:34:00,Norwich City Centre,Takeaway,C13288,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S005,14,4.4,Partly Cloudy,Tuesday,February
O0113901-4,2026-02-03,13:34:00,Norwich City Centre,Takeaway,C13288,Returning,tapas,Garlic Prawns,3,10.5,0.0,31.5,10.4,21.1,Contactless,,,No,S005,12,4.8,Partly Cloudy,Tuesday,February
O0113902,2026-02-10,11:22:00,Norwich Riverside,Delivery,C17824,New,desserts,Basque Cheesecake,2,7.0,0.0,14.0,3.5,10.5,Contactless,,,No,S002,9,4.1,Partly Cloudy,Tuesday,February
O0113902-2,2026-02-10,11:22:00,Norwich Riverside,Delivery,C17824,New,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Card,,,No,S002,22,3.8,Partly Cloudy,Tuesday,February
O0113903,2026-02-10,12:31:00,Norwich Riverside,Takeaway,C18261,Returning,drinks,Coffee,3,3.0,0.1,8.1,1.35,6.75,Cash,,,No,S004,13,4.7,Partly Cloudy,Tuesday,February
O0113903-2,2026-02-10,12:31:00,Norwich Riverside,Takeaway,C18261,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S005,7,4.9,Partly Cloudy,Tuesday,February
O0113903-3,2026-02-10,12:31:00,Norwich Riverside,Takeaway,C18261,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S006,15,4.1,Partly Cloudy,Tuesday,February
O0113903-4,2026-02-10,12:31:00,Norwich Riverside,Takeaway,C18261,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S006,6,4.6,Partly Cloudy,Tuesday,February
O0113903-5,2026-02-10,12:31:00,Norwich Riverside,Takeaway,C18261,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,,,No,S005,17,3.9,Partly Cloudy,Tuesday,February
O0113904,2026-02-24,21:05:00,Norwich City Centre,Dine-in,C11415,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,28.0,4.0,Yes,S002,20,4.9,Partly Cloudy,Tuesday,February
O0113904-2,2026-02-10,21:05:00,Norwich City Centre,Dine-in,C11415,New,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Contactless,3.0,2.0,No,S006,9,4.8,Partly Cloudy,Tuesday,February
O0113905,2026-02-03,18:32:00,Norwich City Centre,Dine-in,C13080,Returning,drinks,House Sangria,2,8.0,0.0,16.0,3.2,12.8,Contactless,28.0,4.0,No,S001,23,3.5,Partly Cloudy,Tuesday,February
O0113906,2026-02-17,15:46:00,Norwich City Centre,Dine-in,C16148,Loyal,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,17.0,4.0,No,S006,8,4.4,Partly Cloudy,Tuesday,February
O0113906-2,2026-02-03,15:46:00,Norwich City Centre,Dine-in,C16148,Loyal,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Card,3.0,4.0,Yes,S003,7,4.9,Partly Cloudy,Tuesday,February
O0113907,2026-02-10,20:45:00,Norwich Riverside,Dine-in,C17886,Returning,tapas,Croquetas,1,8.5,0.1,7.65,2.38,5.27,Online,24.0,4.0,Yes,S003,17,3.9,Partly Cloudy,Tuesday,February
O0113907-2,2026-02-10,20:45:00,Norwich Riverside,Dine-in,C17886,Returning,desserts,Basque Cheesecake,2,7.0,0.0,14.0,3.5,10.5,Online,18.0,2.0,Yes,S004,30,4.1,Partly Cloudy,Tuesday,February
O0113908,2026-02-10,20:10:00,Norwich Riverside,Dine-in,C19113,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,13.0,6.0,No,S001,17,3.8,Partly Cloudy,Tuesday,February
O0113908-2,2026-02-10,20:10:00,Norwich Riverside,Dine-in,C19113,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Card,12.0,8.0,No,S002,21,4.0,Partly Cloudy,Tuesday,February
O0113908-3,2026-02-10,20:10:00,Norwich Riverside,Dine-in,C19113,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,14.0,4.0,No,S004,21,4.7,Partly Cloudy,Tuesday,February
O0113908-4,2026-02-10,20:10:00,Norwich Riverside,Dine-in,C19113,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,23.0,4.0,Yes,S002,16,4.4,Partly Cloudy,Tuesday,February
O0113909,2026-02-17,22:07:00,Norwich City Centre,Delivery,C13715,Returning,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,,,No,S006,12,4.6,Partly Cloudy,Tuesday,February
O0113909-2,2026-02-03,22:07:00,Norwich City Centre,Delivery,C13715,Returning,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Contactless,,,No,S002,10,3.1,Partly Cloudy,Tuesday,February
O0113909-3,2026-02-17,22:07:00,Norwich City Centre,Delivery,C13715,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,,,No,S001,13,4.4,Partly Cloudy,Tuesday,February
O0113910,2026-02-17,18:16:00,Norwich City Centre,Dine-in,C16109,Returning,drinks,Sparkling Water,2,2.8,0.0,5.6,0.9,4.7,Card,3.0,2.0,No,S004,29,4.5,Partly Cloudy,Tuesday,February
O0113910-2,2026-02-17,18:16:00,Norwich City Centre,Dine-in,C16109,Returning,tapas,Patatas Bravas,2,7.5,0.05,14.25,3.75,10.5,Contactless,3.0,6.0,Yes,S001,17,4.4,Partly Cloudy,Tuesday,February
O0113910-3,2026-02-24,18:16:00,Norwich City Centre,Dine-in,C16109,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Online,16.0,4.0,Yes,S003,21,4.2,Partly Cloudy,Tuesday,February
O0113910-4,2026-02-10,18:16:00,Norwich City Centre,Dine-in,C16109,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Contactless,2.0,4.0,Yes,S002,14,4.6,Partly Cloudy,Tuesday,February
O0113910-5,2026-02-17,18:16:00,Norwich City Centre,Dine-in,C16109,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,28.0,6.0,Yes,S002,30,3.7,Partly Cloudy,Tuesday,February
O0113911,2026-02-17,14:27:00,Norwich City Centre,Takeaway,C10736,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,,,No,S003,10,3.5,Partly Cloudy,Tuesday,February
O0113911-2,2026-02-24,14:27:00,Norwich City Centre,Takeaway,C10736,Returning,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,,,No,S003,18,3.5,Partly Cloudy,Tuesday,February
O0113912,2026-02-17,18:58:00,Norwich City Centre,Dine-in,C10455,Returning,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Contactless,2.0,4.0,No,S004,29,4.8,Partly Cloudy,Tuesday,February
O0113912-2,2026-02-24,18:58:00,Norwich City Centre,Dine-in,C10455,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,15.0,2.0,Yes,S006,14,4.9,Partly Cloudy,Tuesday,February
O0113912-3,2026-02-17,18:58:00,Norwich City Centre,Dine-in,C10455,Returning,drinks,Soft Drink,1,3.2,0.15,2.72,0.58,2.14,Contactless,24.0,2.0,Yes,S004,9,4.3,Partly Cloudy,Tuesday,February
O0113913,2026-02-10,21:48:00,Norwich Riverside,Dine-in,C13662,New,mains,Vegetable Paella,1,17.5,0.05,16.62,4.73,11.89,Card,5.0,2.0,No,S005,17,4.1,Partly Cloudy,Tuesday,February
O0113913-2,2026-02-10,21:48:00,Norwich Riverside,Dine-in,C13662,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Contactless,27.0,2.0,No,S005,21,4.0,Partly Cloudy,Tuesday,February
O0113913-3,2026-02-10,21:48:00,Norwich Riverside,Dine-in,C13662,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,29.0,2.0,Yes,S002,20,4.9,Partly Cloudy,Tuesday,February
O0113914,2026-02-24,20:50:00,Norwich City Centre,Dine-in,C14427,Returning,drinks,House Sangria,1,8.0,0.05,7.6,1.6,6.0,Contactless,8.0,2.0,No,S003,15,4.5,Partly Cloudy,Tuesday,February
O0113914-2,2026-02-24,20:50:00,Norwich City Centre,Dine-in,C14427,Returning,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Contactless,13.0,4.0,No,S002,6,4.4,Partly Cloudy,Tuesday,February
O0113914-3,2026-02-10,20:50:00,Norwich City Centre,Dine-in,C14427,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Contactless,6.0,2.0,Yes,S005,20,4.5,Partly Cloudy,Tuesday,February
O0113915,2026-02-10,18:17:00,Norwich Riverside,Takeaway,C12928,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Cash,,,No,S006,11,4.9,Partly Cloudy,Tuesday,February
O0113915-2,2026-02-10,18:17:00,Norwich Riverside,Takeaway,C12928,Returning,tapas,Garlic Prawns,3,10.5,0.1,28.35,10.4,17.95,Online,,,No,S002,23,4.5,Partly Cloudy,Tuesday,February
O0113915-3,2026-02-10,18:17:00,Norwich Riverside,Takeaway,C12928,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S001,7,4.8,Partly Cloudy,Tuesday,February
O0113915-4,2026-02-10,18:17:00,Norwich Riverside,Takeaway,C12928,Returning,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Online,,,No,S004,17,3.6,Partly Cloudy,Tuesday,February
O0113915-5,2026-02-10,18:17:00,Norwich Riverside,Takeaway,C12928,Returning,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,,,No,S003,12,3.7,Partly Cloudy,Tuesday,February
O0113916,2026-02-10,20:46:00,Norwich Riverside,Dine-in,C12505,Returning,desserts,Basque Cheesecake,1,7.0,0.15,5.95,1.75,4.2,Contactless,9.0,6.0,Yes,S006,24,4.4,Partly Cloudy,Tuesday,February
O0113916-2,2026-02-10,20:46:00,Norwich Riverside,Dine-in,C12505,Returning,drinks,Spanish Lager,2,5.5,0.1,9.9,2.64,7.26,Contactless,17.0,4.0,No,S001,6,4.5,Partly Cloudy,Tuesday,February
O0113916-3,2026-02-10,20:46:00,Norwich Riverside,Dine-in,C12505,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,13.0,2.0,No,S003,23,4.6,Partly Cloudy,Tuesday,February
O0113917,2026-02-03,20:44:00,Norwich City Centre,Dine-in,C14861,New,drinks,Coffee,3,3.0,0.0,9.0,1.35,7.65,Cash,25.0,2.0,No,S001,11,5.0,Partly Cloudy,Tuesday,February
O0113918,2026-02-24,22:52:00,Norwich City Centre,Dine-in,C13928,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,5.0,2.0,No,S001,20,4.6,Partly Cloudy,Tuesday,February
O0113918-2,2026-02-17,22:52:00,Norwich City Centre,Dine-in,C13928,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,25.0,2.0,Yes,S006,14,3.9,Partly Cloudy,Tuesday,February
O0113918-3,2026-02-17,22:52:00,Norwich City Centre,Dine-in,C13928,New,mains,Black Rice with Squid,1,21.0,0.05,19.95,6.3,13.65,Card,3.0,6.0,No,S003,8,4.6,Partly Cloudy,Tuesday,February
O0113919,2026-02-17,19:19:00,Norwich City Centre,Dine-in,C13207,New,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,19.0,4.0,No,S006,10,4.4,Partly Cloudy,Tuesday,February
O0113919-2,2026-02-17,19:19:00,Norwich City Centre,Dine-in,C13207,New,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Cash,29.0,2.0,No,S003,7,4.3,Partly Cloudy,Tuesday,February
O0113919-3,2026-02-03,19:19:00,Norwich City Centre,Dine-in,C13207,New,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Contactless,10.0,4.0,Yes,S005,16,5.0,Partly Cloudy,Tuesday,February
O0113920,2026-02-10,16:43:00,Norwich Riverside,Takeaway,C19332,Returning,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Contactless,,,No,S006,4,4.6,Partly Cloudy,Tuesday,February
O0113920-2,2026-02-10,16:43:00,Norwich Riverside,Takeaway,C19332,Returning,tapas,Patatas Bravas,1,7.5,0.05,7.12,1.88,5.24,Online,,,No,S005,17,3.9,Partly Cloudy,Tuesday,February
O0113921,2026-02-24,21:33:00,Norwich City Centre,Dine-in,C19987,New,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Contactless,6.0,6.0,Yes,S004,8,4.1,Partly Cloudy,Tuesday,February
O0113921-2,2026-02-24,21:33:00,Norwich City Centre,Dine-in,C19987,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,12.0,6.0,No,S001,23,5.0,Partly Cloudy,Tuesday,February
O0113921-3,2026-02-10,21:33:00,Norwich City Centre,Dine-in,C19987,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Online,24.0,2.0,No,S002,5,4.9,Partly Cloudy,Tuesday,February
O0113922,2026-02-24,21:59:00,Norwich City Centre,Dine-in,C10111,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,22.0,4.0,Yes,S005,10,4.5,Partly Cloudy,Tuesday,February
O0113922-2,2026-02-17,21:59:00,Norwich City Centre,Dine-in,C10111,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,19.0,2.0,No,S001,25,4.6,Partly Cloudy,Tuesday,February
O0113922-3,2026-02-03,21:59:00,Norwich City Centre,Dine-in,C10111,Returning,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Contactless,21.0,2.0,Yes,S002,13,4.3,Partly Cloudy,Tuesday,February
O0113922-4,2026-02-24,21:59:00,Norwich City Centre,Dine-in,C10111,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Cash,7.0,2.0,Yes,S006,19,3.9,Partly Cloudy,Tuesday,February
O0113923,2026-02-03,19:44:00,Norwich City Centre,Dine-in,C17571,New,drinks,Coffee,2,3.0,0.1,5.4,0.9,4.5,Cash,3.0,4.0,Yes,S005,5,4.2,Partly Cloudy,Tuesday,February
O0113923-2,2026-02-24,19:44:00,Norwich City Centre,Dine-in,C17571,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Online,13.0,4.0,No,S001,26,4.4,Partly Cloudy,Tuesday,February
O0113923-3,2026-02-24,19:44:00,Norwich City Centre,Dine-in,C17571,New,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,3.0,2.0,Yes,S001,20,4.5,Partly Cloudy,Tuesday,February
O0113924,2026-02-10,20:52:00,Norwich Riverside,Dine-in,C17695,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,16.0,2.0,No,S001,23,4.3,Partly Cloudy,Tuesday,February
O0113924-2,2026-02-10,20:52:00,Norwich Riverside,Dine-in,C17695,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,22.0,4.0,Yes,S005,18,4.4,Partly Cloudy,Tuesday,February
O0113924-3,2026-02-10,20:52:00,Norwich Riverside,Dine-in,C17695,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,4.0,2.0,No,S003,15,4.2,Partly Cloudy,Tuesday,February
O0113925,2026-02-10,18:24:00,Norwich Riverside,Dine-in,C15039,New,mains,Chicken & Chorizo Paella,1,19.5,0.05,18.52,5.65,12.87,Card,12.0,4.0,Yes,S002,24,4.2,Partly Cloudy,Tuesday,February
O0113925-2,2026-02-10,18:24:00,Norwich Riverside,Dine-in,C15039,New,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,2.0,8.0,No,S003,17,5.0,Partly Cloudy,Tuesday,February
O0113926,2026-02-10,17:30:00,Norwich Riverside,Takeaway,C16181,New,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,,,No,S002,13,4.7,Partly Cloudy,Tuesday,February
O0113926-2,2026-02-10,17:30:00,Norwich Riverside,Takeaway,C16181,New,drinks,Coffee,2,3.0,0.05,5.7,0.9,4.8,Card,,,No,S005,7,4.4,Partly Cloudy,Tuesday,February
O0113926-3,2026-02-10,17:30:00,Norwich Riverside,Takeaway,C16181,New,tapas,Croquetas,3,8.5,0.0,25.5,7.14,18.36,Contactless,,,No,S006,4,4.3,Partly Cloudy,Tuesday,February
O0113926-4,2026-02-10,17:30:00,Norwich Riverside,Takeaway,C16181,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,,,No,S004,13,4.2,Partly Cloudy,Tuesday,February
O0113927,2026-02-10,18:07:00,Norwich Riverside,Dine-in,C11889,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Online,10.0,6.0,No,S006,27,4.9,Partly Cloudy,Tuesday,February
O0113927-2,2026-02-10,18:07:00,Norwich Riverside,Dine-in,C11889,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,8.0,4.0,No,S006,29,3.5,Partly Cloudy,Tuesday,February
O0113927-3,2026-02-10,18:07:00,Norwich Riverside,Dine-in,C11889,Returning,drinks,Soft Drink,3,3.2,0.05,9.12,1.73,7.39,Card,20.0,2.0,Yes,S001,14,4.0,Partly Cloudy,Tuesday,February
O0113928,2026-02-03,21:13:00,Norwich City Centre,Dine-in,C18382,Returning,drinks,Coffee,1,3.0,0.05,2.85,0.45,2.4,Contactless,29.0,2.0,Yes,S005,13,4.5,Partly Cloudy,Tuesday,February
O0113929,2026-02-10,19:10:00,Norwich Riverside,Dine-in,C18391,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Cash,29.0,4.0,No,S002,18,4.0,Partly Cloudy,Tuesday,February
O0113929-2,2026-02-10,19:10:00,Norwich Riverside,Dine-in,C18391,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,6.0,8.0,No,S002,18,4.3,Partly Cloudy,Tuesday,February
O0113929-3,2026-02-10,19:10:00,Norwich Riverside,Dine-in,C18391,Returning,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Contactless,26.0,2.0,No,S005,12,5.0,Partly Cloudy,Tuesday,February
O0113929-4,2026-02-10,19:10:00,Norwich Riverside,Dine-in,C18391,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Cash,27.0,2.0,Yes,S006,16,4.7,Partly Cloudy,Tuesday,February
O0113929-5,2026-02-10,19:10:00,Norwich Riverside,Dine-in,C18391,Returning,tapas,Garlic Prawns,1,10.5,0.1,9.45,3.47,5.98,Contactless,15.0,6.0,Yes,S003,22,4.4,Partly Cloudy,Tuesday,February
O0113930,2026-02-10,21:02:00,Norwich Riverside,Dine-in,C18908,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Card,8.0,8.0,Yes,S006,16,4.8,Partly Cloudy,Tuesday,February
O0113930-2,2026-02-10,21:02:00,Norwich Riverside,Dine-in,C18908,Returning,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Online,8.0,2.0,Yes,S005,15,4.4,Partly Cloudy,Tuesday,February
O0113931,2026-02-17,22:00:00,Norwich City Centre,Dine-in,C13586,Returning,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,28.0,4.0,Yes,S001,5,4.4,Partly Cloudy,Tuesday,February
